movie,chapter,character,TO,dialog
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Ron Weasley,Ron...
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Ron Weasley,I thought you knew what you signed up for.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,Harry Potter,"Yeah, I thought I did too."
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Ron Weasley,I don't understand.  What part of this isn't living up to your expectations?  Did you think we'd be staying in five-star hotels? Finding a Horcrux every other day? Did you think you'd be back to Mummy by Christmas?
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,Harry Potter,"No, I just reckoned after all this time, we'd have actually achieved something.  I reckoned you knew what you were doing.  I reckoned Dumbledore had told you something worthwhile! I reckoned you had a plan!"
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Ron Weasley,"I've told you everything Dumbledore told me! And in case you haven't noticed, we've found a Horcrux!"
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,Harry Potter,"Yeah, and we're about as near getting rid of it as we are to finding the rest of them, aren't we!"
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Ron Weasley,"Take it off, Ron.  Please take it off.  You wouldn't be talking like this if you hadn't been wearing it all day --"
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,"Hermione Granger, Ron Weasley","Yeah, he would.  D'you think I haven't noticed the two of you whispering behind my back?  D'you think I haven't guessed what you were thinking?"
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Harry Potter,"Harry, we weren't --"
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,Hermione Granger,"Don't lie!  You said it, too, you said you were disappointed --"
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Harry Potter,I didn't!  Not like that!  Harry -- I didn't!
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,Harry Potter,"Do you know why I listen to that radio, every night?  Do you!  To make sure I don't hear Ginny's name or Fred or George or Mum or --"
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Ron Weasley,You think I don't listen!  You think I don't know what it's like --
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,"Ron Weasley, Harry Potter",Stop!  Stop!
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Harry Potter,Ron Weasley,Go then.  But leave that.
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,Hermione Granger,And you?
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Ron Weasley,Me?
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,Hermione Granger,Are you staying?  Or coming?
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Ron Weasley,Hermione Granger,"Fine.  I get it.  I saw you two the other night.  Yeah, that's right.  Didn't know I knew, did you?"
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Ron Weasley,"What?  Ron, no -- please --"
Harry Potter and the Deathly Hallows Part 1,Broken Ranks,Hermione Granger,Harry Potter,He's gone.
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,,Salvio Hexia... Protego Totalum...
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,Harry Potter,It's a Muggle station.
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,Hermione Granger,You were right.  It's like you said.  Snitches have flesh memories.  But I didn't catch my first Snitch with my hand.  I almost swallowed it.
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,Harry Potter,'I open at the close?'
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,Hermione Granger,What do you reckon it means?
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,Harry Potter,"I don't know.  But look, I've found something as well..."
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,Harry Potter,"I thought it was a picture of an eye, but now I don't think it is. It isn't a rune and it's not in Spellman's Syllabary either.  And it's been inked in -- somebody drew it -- it isn't part of the book."
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,Hermione Granger,"Luna's dad was wearing that, at Ron- At Bill and Fleur's wedding."
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,Harry Potter,What d'you mean -- wearing it?
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,Hermione Granger,Around his neck.  Like an amulet. I didn't think much of it at the time.  You know Luna -- she's always got some mad thing or the other she's carrying around.  I just figured it ran in the family.
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,Harry Potter,Why would someone have drawn it in a children's book?
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,Hermione Granger,"Hermione, I've been thinking.  I -- I want to go to Godric's Hollow. It's where I was born, it's where my parents died --"
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,Harry Potter,And it's exactly where You-Know- Who will expect you to go. Because it means something to you.
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,Hermione Granger,"But it means something to him too, Hermione.  You-Know-Who nearly died there.  Wouldn't that be just the kind of place he'd hide a Horcrux?"
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,Harry Potter,"It's dangerous, Harry.  But I have to admit, recently even I've been thinking we might have to go.  I think it's possible something else is hidden there. The sword.  If Dumbledore didn't want it falling into the Ministry's hands, but wanted you to find it, what better place to hide it than the birthplace of the founder of Gryffindor himself?"
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,Hermione Granger,"Godric's Hollow is the birthplace of Godric Gryffindor -- I mean, 'course it is.  Obvious, isn't it?"
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,Harry Potter,"Harry, did you ever even open A History of Magic?"
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,Hermione Granger,Tossed it at Neville once when he was snoring -- might've popped open.
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Harry Potter,Hermione Granger,Hermione...
Harry Potter and the Deathly Hallows Part 1,Clues Revealed,Hermione Granger,Harry Potter,Don't ever let me give you a haircut again.
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,Harry Potter ,I still think we should've used Polyjuice Potion.
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Harry Potter,Hermione Granger,No.  This is where I was born. I'm not returning as someone else.
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,Harry Potter,"Harry, I think it's Christmas Eve! Listen..."
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Harry Potter,Hermione Granger,Do you think they'd be in there? My mum and dad?
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,Harry Potter,Yeah. I think they would.
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,Harry Potter,Harry.
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Harry Potter,Hermione Granger,Is it -- ?
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,Harry Potter,No.  But look.
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,Harry Potter,Did you know he had a sister?
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Harry Potter,Hermione Granger,No.
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,,Lumos.
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,Harry Potter,"Ignotus... Hey, Har --"
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Harry Potter,Hermione Granger,"Happy Christmas, Hermione."
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,Harry Potter,"Happy Christmas, Harry."
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,Harry Potter,Harry...
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Harry Potter,Hermione Granger,Yeah.
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,Harry Potter,Someone's watching us.  By the gate.
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Harry Potter,Hermione Granger,C'mon.
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,Harry Potter,I don't think this is a good idea.
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Harry Potter,Hermione Granger,We look like ordinary Muggles.
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,Harry Potter,Muggles who've just been laying flowers on your parents' grave.
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Harry Potter,Hermione Granger,Relax.  This is right.  I know it.
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Hermione Granger,Harry Potter,Omigod.  Harry...
Harry Potter and the Deathly Hallows Part 1,Godric's Hollow,Harry Potter,Hermione Granger,"This is where they died, Hermione. This is where he murdered them."
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Bathilda Bagshot,"You're Bathilda, aren't you?"
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,"Harry, I'm not sure about this."
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,"Hermione, she knew Dumbledore. She might have the sword. Besides, she's barely knee-high to a house-elf.  I think we can overpower her if it turns ugly."
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,There's something odd about her. And what's that smell?
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,"She's gaga, remember?"
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Bathilda Bagshot,Here.  Let me do that.
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Bathilda Bagshot,"You have a lovely house, Miss Bagshot."
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Bathilda Bagshot,Miss Bagshot?  Who is this man?
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Bathilda Bagshot,His name.  Can you tell me his name?
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,"This is him, Hermione.  The one I saw in Gregorovitch's wandshop. The thief.  Miss Bagshot, who is he?"
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,She wants us to go upstairs.
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,All right...
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,She wants me to go.  Alone.
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,Why?
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,It's all right.  You stay here.
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,Harry...
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,,Lumos.
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Bathilda Bagshot,Harry Potter,You are Potter?
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Bathilda Bagshot,Yes.
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Bathilda Bagshot,Harry Potter,I have something for you...
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,Harry!
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Bathilda Bagshot,Confringo!
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,"Harry... Harry, can you hear me...?"
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,Yes.
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,Good.  That's good...
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,We got away.
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,Yes.
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,Are you alright?
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,I'm fine.  But you've been sick. Rest... Rest a bit more...
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,You've outdone yourself this time.
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,"The Forest of Dean.  I came here once with my mum and dad, years ago.  It's just how I remember it. The trees.  The river.  It's like nothing's changed.  Not true, of course.  Everything's changed.  If I brought my parents here, they wouldn't recognize any of it.  Not the trees.  Not the river.  Not... me."
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,Where are they?
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,"Wendell and Monica Wilkens now reside happily in Sydney, Australia.  They have two dogs, run a small sweet shop, but floss daily.  No children."
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,"Maybe we should just stay here, Harry.  Grow old."
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,"You wanted to know who the boy in the photograph was.  Well, I know."
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,"It was in Bathilda's sitting room. Rita Skeeter had sent it to her. Harry, it doesn't make for very nice reading --"
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,"Who is he, Hermione?  The thief? Did Dumbledore know him?"
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,Yes.
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,Well?
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,For a time.
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,"Tell me, Hermione.  Who is he?"
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,"Gellert Grindelwald.  He's not very well known in Britain, but there was a time, before You-Know- Who..."
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,"Hermione, I don't need to have read A History of Magic to know who Gellert Grindelwald is."
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,"When Grindelwald was seventeen, he was expelled from Durmstrang. He'd started doing some twisted things at school -- experiments. A few teachers had always protected him, but they couldn't anymore.  After he left, he traveled for awhile, then ended up in Godric's Hollow where his great aunt lived, Bathilda Bagshot."
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,"Get to the hard part, Hermione."
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,"She introduced him to Dumbledore. It made sense.  Dumbledore's mother had just died, Grindelwald was troubled and they were both brilliant -- they'd never really had anyone they could talk to on the same level.  They did a lot of talking that summer.  But they always returned to one particular subject."
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,Wizard rule over Muggles.
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,And Dumbledore believed in it?
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,Yes.
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,'For the Greater Good.'  What does that mean?
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,"It was something Dumbledore came up with.  He believed wizards were superior and should rule over Muggles, but gently, for their own good.  Grindelwald took a more violent position."
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,"It was a different time, Harry. It was one summer.  Dumbledore was young --"
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,"We're young, Hermione.  And here we are, risking our lives to fight against the very thing Dumbledore supported."
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,"He changed, Harry.  Years later, it was Dumbledore who put Grindelwald in prison."
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,Where's my wand?  I'll take the watch.
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,Hermione.  Where's my wand?
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,"It's my fault.  As we were leaving Godric's Hollow, I cast a curse and it rebounded... I'm sorry, Harry, I tried to mend it but wands are different --"
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,It's done.
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Hermione Granger,Harry Potter,Maybe we can --
Harry Potter and the Deathly Hallows Part 1,Bathilda's Secret,Harry Potter,Hermione Granger,It's done.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Hermione Granger,Leave me yours.  You get back in the warm.  And give me that.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,Harry Potter,"He loved you, Harry.  I know he loved you."
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,,No...
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,,Lumos! Accio Sword.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,,Diffindo.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,,Hermione...
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Harry Potter,Are -- you -- mental?
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,It was you!
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Harry Potter,"Well, yeah.  Bit obvious, I'd think."
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,And the doe.  That was you as well.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Harry Potter,No.  I reckoned it was you.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,My Patronus is a stag.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Harry Potter,Right.  Antlers.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,You didn't see anyone else?
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Harry Potter,"No, I... I did think maybe I saw something -- when I was running -- over there --"
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Harry Potter,Anything?
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,"But I reckon whoever cast the doe, put the sword in that pool hoping we'd find it."
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Harry Potter,"And we did, didn't we?"
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,See that?  It knows.  It's afraid. Do it.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Harry Potter,"What?  No.  Harry.  That thing's bad for me.  I can't handle it. I'm not making excuses for how I acted, but that thing affects me more than it affects you and Hermione.  It made me think stuff -- stuff I was thinking anyway, but it made everything worse."
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,All the more reason.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Harry Potter,No.  I can't --
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,Then why are you here?  Why did you come back?
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,"I'll have to speak to it in order for it to open.  When it does, don't hesitate.  I don't know what's in here, but it'll put up a fight.  The bit of Riddle that was in his diary tried to kill me."
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Horcrux,On three.  One.  Two.  Three. Take me inside...
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,"Stab it, Ron.  Now."
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Voldemort,Ron Weasley,I have seen your heart and it is mine...
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,Don't listen to it.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,Ron.  Don't listen to it!
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,Ron.  Stab it!
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,"We were better without you, happier without you."
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,Ron Weasley,"Who could look at you beside Harry Potter?  What are you, compared with the Chosen One...?"
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,Ron.  It lies!  Stab it!  STAB IT!
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,Your mother confessed that she would have preferred me as a son...
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,Ron Weasley,"Who wouldn't prefer him, what woman would take you, you are nothing, nothing, nothing to him..."
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,"Do it, Ron!  Kill it!"
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,"After you left, she cried for a week.  She's like my sister."
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Harry Potter,I'm sorry.  I'm sorry I left.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,You've sort of made up for it tonight.  Getting the sword. Finishing off the Horcrux.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Harry Potter,Saving your life.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Ron Weasley,That too.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Harry Potter,And just think of it.  Only three to go.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Hermione Granger,Hermione!
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,Harry Potter,Everything all right?
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Hermione Granger,Fine.  Actually... more than fine.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Hermione Granger,Hey.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Hermione Granger,Wo -- hey -- ouch!
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,Ron Weasley,"You -- complete -- arse -- Ronald -- Weasley!  You crawl back here after all these weeks and say, 'Hey?' Where's my wand?  Harry, where's my wand!"
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Hermione Granger,Um... I don't know?
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,Harry Potter,"Harry Potter, you give me my wand!"
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Harry Potter,How come he's got your wand?
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,Ron Weasley,Never mind why he's got my wand --
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,Harry Potter,What is that?
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,Harry Potter,You destroyed it?
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Hermione Granger,It's a long story.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,Ron Weasley,Don't think this changes anything.
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Ron Weasley,Hermione Granger,"No, of course not.  I only destroyed a bloody freaking Horcrux!  Why would that change anything!  Do you know what it was like for me to hear those words coming from you!  To see you doing those things --"
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,Ron Weasley,See me doing what things?
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Hermione Granger,Harry Potter,What happened out there?
Harry Potter and the Deathly Hallows Part 1,Sword of Gryffindor,Harry Potter,Hermione Granger,It's a long story.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,"Harry Potter, Hermione Granger","Look, I wanted to come back the minute I'd left.  I just... didn't know how to find you."
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Ron Weasley,Exactly how did you find us?
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Harry Potter,With this.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Harry Potter,"It doesn't just turn off lights. I don't know exactly how it works, but Christmas morning I -- I was sleeping -- in this little pub-- I'd given some Snatchers the slip the night before, me being a blood- traitor and all -- anyway, I was sleeping when I heard it..."
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Ron Weasley,It?
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Harry Potter,A voice.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Hermione Granger,"Your voice, Hermione.  Coming out of this."
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Hermione Granger,Ron Weasley,And what may I ask did I say?
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Hermione Granger,My name.  Just my name.  Like a whisper.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,"Harry Potter, Hermione Granger",So I took this and I clicked it and this tiny ball of light appeared.  And I knew.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Ron Weasley,Knew what?
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Harry Potter,"Just knew.  On account of Hermione's voice.  And sure enough, it floated toward me, the ball of light, right to my chest and then -- went straight through -- right here."
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Harry Potter,"I could feel it inside me.  It was warm, like the first sip of a good cup of tea.  And I knew it would take me where I needed to go."
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Harry Potter,So I Disapparated and came out on this hillside.  It was dark.  I didn't have any idea where I was. I just had to hope one of you would show yourselves in the end. And you did.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Harry Potter,I've always liked it.  These flames Hermione makes.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Harry Potter,How long you reckon she'll stay mad at me?
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Harry Potter,Ron Weasley,Keep talking 'bout that little ball of light touching your heart -- she'll come round.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Harry Potter,It was true.  Every word.
Harry Potter and the Deathly Hallows Part 1,Lighting the Way Back,Ron Weasley,Harry Potter,"Bloody hell.  I just realized. You need a wand, right?"
